Area,Bedrooms,Bathrooms,Floors,Age,Parking,Location,Furnishing,Distance_to_City,Crime_Rate,School_Rating,Hospital_Distance,Metro_Distance,Shopping_Mall_Distance,Park_Distance,Pollution_Index,Population_Density,Property_Tax,Electricity_Availability,Water_Supply,Security,House_Type,Facing,Price
564.0,1,4.0,3,23,2,Urban,Furnished,7.2,1.05,7.1,6.7,12.7,0.9,2.5,45.1,7581,34230,Yes,24x7,Non-Gated,Apartment,South,57.67
1801.0,5,3.0,1,22,2,Urban,Unfurnished,8.4,10.95,4.6,8.5,2.6,5.1,1.9,59.3,6094,28620,Yes,Limited,Gated,Apartment,East,130.45
1646.0,5,3.0,1,27,2,Suburban,Unfurnished,10.2,4.19,7.8,4.0,6.1,5.6,0.8,29.4,6034,21423,Yes,Limited,Non-Gated,Villa,East,137.57
,5,1.0,3,35,0,Suburban,Semi-Furnished,3.6,0.23,4.3,1.7,6.7,11.9,1.3,69.7,6823,28456,Yes,24x7,Gated,Independent House,East,114.01
1396.0,2,5.0,1,23,3,Urban,Semi-Furnished,6.5,1.71,4.5,7.3,3.0,9.3,2.6,24.3,7009,26216,Yes,24x7,Non-Gated,Apartment,South,105.32
2015.0,2,5.0,2,29,2,Suburban,Semi-Furnished,26.1,2.95,4.0,5.4,3.1,3.6,5.3,49.9,8273,22831,No,Limited,Gated,Villa,South,122.73
2163.0,6,3.0,1,16,3,Urban,Furnished,14.2,3.02,3.8,1.8,3.3,3.8,2.0,97.4,11795,33634,Yes,24x7,Non-Gated,Apartment,South,148.9
1916.0,5,5.0,1,39,1,Suburban,Furnished,8.3,5.6,5.4,0.8,5.4,1.2,2.7,43.8,10915,32622,Yes,24x7,Gated,Apartment,East,122.59
1507.0,2,3.0,1,19,0,Suburban,Unfurnished,12.9,1.3,8.2,5.3,5.8,5.6,0.8,23.1,4588,25605,Yes,24x7,Gated,Apartment,East,88.68
491.0,1,1.0,1,35,2,Suburban,Semi-Furnished,,4.14,8.1,5.1,4.1,6.3,0.9,57.9,6339,27365,Yes,24x7,Gated,Villa,West,61.62
2073.0,3,5.0,3,38,1,Urban,Unfurnished,17.7,2.11,6.8,2.0,2.3,6.7,4.6,64.8,5126,30691,Yes,24x7,Gated,Apartment,West,128.84
2322.0,4,3.0,1,35,0,Suburban,Semi-Furnished,32.1,2.58,9.4,2.7,3.8,6.4,1.6,46.0,6708,20433,Yes,24x7,Gated,Villa,West,144.91
2005.0,3,5.0,3,13,3,Suburban,Furnished,10.1,6.12,5.0,2.3,4.1,1.0,2.0,57.0,6923,24140,Yes,24x7,Gated,Apartment,West,126.63
1166.0,5,2.0,3,14,2,Urban,Furnished,3.7,0.98,4.9,4.8,5.7,5.9,3.5,47.5,8663,38594,Yes,24x7,Non-Gated,Independent House,West,100.36
2021.0,4,3.0,2,31,3,Urban,Furnished,4.3,0.96,8.3,7.0,4.7,2.7,7.1,43.7,5165,22952,Yes,24x7,Gated,Apartment,East,149.41
2123.0,6,4.0,2,37,0,Suburban,Semi-Furnished,20.2,0.77,8.0,5.3,2.9,5.6,0.1,37.2,7601,30094,Yes,24x7,Gated,Villa,West,156.22
2507.0,6,1.0,2,24,0,Urban,Furnished,31.3,8.35,5.3,3.9,0.2,5.7,1.1,49.6,9862,28290,Yes,24x7,Gated,Independent House,West,153.33
1168.0,3,5.0,3,31,1,Suburban,Unfurnished,6.2,3.11,9.4,6.8,7.7,9.9,0.3,49.7,7378,34382,Yes,24x7,Non-Gated,Apartment,South,85.11
1525.0,6,4.0,3,17,3,Urban,Semi-Furnished,5.9,2.81,8.7,5.7,2.1,10.5,1.0,39.7,8589,30294,Yes,Limited,Non-Gated,Villa,South,141.81
2061.0,3,1.0,3,34,2,Urban,Furnished,14.4,3.25,4.9,7.3,4.0,8.8,3.6,37.1,3116,20830,Yes,24x7,Gated,Apartment,East,124.57
1682.0,1,4.0,1,16,3,Suburban,Semi-Furnished,3.5,7.1,6.2,2.0,4.4,2.4,1.5,20.5,2356,34771,Yes,24x7,Non-Gated,Apartment,East,117.03
1035.0,2,5.0,3,24,3,Urban,Unfurnished,14.4,1.68,4.8,4.5,4.9,5.6,0.7,31.5,6124,17389,Yes,24x7,Gated,Independent House,West,111.91
1878.0,3,2.0,1,21,3,Urban,Furnished,15.8,2.01,4.7,4.2,0.3,6.3,0.3,75.2,7405,24562,Yes,24x7,Non-Gated,Apartment,South,110.4
1968.0,6,4.0,2,33,1,Urban,Semi-Furnished,5.6,2.2,9.4,0.5,3.1,11.0,0.7,87.2,3996,13873,Yes,24x7,Non-Gated,Apartment,South,148.01
1698.0,5,4.0,1,31,0,Suburban,Semi-Furnished,2.1,6.39,7.3,4.6,2.7,2.3,1.8,34.9,5850,30359,No,24x7,Non-Gated,Independent House,West,128.65
1771.0,1,1.0,2,33,3,Urban,Unfurnished,5.5,0.84,4.0,13.7,0.5,1.9,1.9,37.0,7736,45174,Yes,24x7,Gated,Apartment,North,111.0
1508.0,1,3.0,3,4,2,Suburban,Unfurnished,16.8,1.76,3.8,3.2,1.3,12.4,1.5,82.2,8914,32157,Yes,24x7,Gated,Independent House,East,102.34
2463.0,4,3.0,3,9,1,Suburban,Unfurnished,13.5,3.03,5.7,7.2,17.1,2.6,0.4,61.0,4871,30814,Yes,24x7,Non-Gated,Independent House,East,154.45
1155.0,4,2.0,3,36,1,Urban,Semi-Furnished,9.2,3.74,5.4,9.8,3.1,4.6,2.0,42.6,12960,20787,Yes,24x7,Non-Gated,Apartment,East,97.79
1327.0,5,2.0,2,5,3,Urban,Unfurnished,21.0,2.51,9.7,6.5,7.9,4.2,0.3,69.0,5847,25492,Yes,24x7,Gated,Apartment,West,118.23
1656.0,2,4.0,2,30,1,Urban,Semi-Furnished,12.7,3.39,8.7,2.0,0.8,4.2,2.9,19.3,6473,20900,Yes,24x7,Non-Gated,Independent House,South,120.87
2133.0,5,4.0,1,25,3,Urban,Semi-Furnished,11.8,4.73,9.9,5.7,3.7,4.7,4.7,55.2,10538,21041,Yes,24x7,Gated,Apartment,South,154.12
826.0,3,2.0,3,13,0,Rural,Unfurnished,2.9,1.92,9.5,1.3,3.5,1.4,0.0,20.0,3685,28361,Yes,24x7,Non-Gated,Villa,South,92.92
929.0,3,1.0,3,1,1,Suburban,Furnished,13.3,1.56,8.4,3.4,1.3,9.6,2.8,103.5,7051,10379,Yes,24x7,Gated,Apartment,West,71.2
529.0,3,4.0,1,0,0,Suburban,Unfurnished,16.7,3.61,7.1,7.4,5.2,7.9,2.3,77.5,9714,23218,Yes,24x7,Non-Gated,Villa,North,87.73
1668.0,6,1.0,2,35,3,Suburban,Semi-Furnished,30.6,2.57,5.7,5.7,3.4,1.7,3.2,54.3,6911,20091,Yes,24x7,Gated,Apartment,East,100.95
1035.0,3,1.0,2,4,3,Urban,Unfurnished,6.4,5.46,8.7,5.9,4.1,3.2,1.0,48.4,8354,14651,Yes,24x7,Gated,Apartment,North,100.31
1438.0,4,2.0,2,29,0,Suburban,Semi-Furnished,9.2,9.32,,4.3,8.1,7.6,0.5,55.2,6715,28654,Yes,24x7,Non-Gated,Apartment,South,85.61
2014.0,6,5.0,3,5,2,Urban,Furnished,23.4,3.64,8.6,1.8,1.3,6.9,1.5,57.0,5952,25922,Yes,24x7,Non-Gated,Apartment,East,148.28
1297.0,1,4.0,1,15,3,Suburban,Unfurnished,15.6,1.73,5.7,3.6,2.0,7.2,1.3,51.5,8404,19139,Yes,Limited,Non-Gated,Villa,West,95.25
1777.0,4,2.0,3,4,2,Rural,Furnished,14.8,6.71,8.3,3.5,2.3,0.5,4.1,40.9,7474,24720,Yes,Limited,Gated,Apartment,West,123.53
1485.0,5,3.0,2,25,2,Urban,Furnished,4.6,2.0,6.3,0.5,2.6,10.4,0.5,45.3,6945,29543,Yes,24x7,Non-Gated,Independent House,East,127.75
2020.0,6,5.0,2,4,1,Suburban,Furnished,9.3,13.21,6.2,7.7,5.7,1.1,1.4,66.9,4657,25170,Yes,24x7,Gated,Apartment,East,147.35
1911.0,1,4.0,1,25,0,Urban,Unfurnished,16.3,0.75,9.3,9.1,3.5,12.3,2.3,50.0,12520,26351,Yes,24x7,Gated,Independent House,South,127.01
1269.0,5,4.0,1,38,3,Rural,Unfurnished,5.5,3.61,4.3,4.5,2.0,8.1,0.7,61.4,4488,21818,Yes,Limited,Gated,Independent House,South,90.84
1557.0,5,1.0,1,29,3,Urban,Semi-Furnished,11.0,3.46,3.6,6.6,5.9,6.1,1.7,63.7,2612,15539,Yes,24x7,Gated,Independent House,South,114.51
2224.0,3,2.0,3,26,3,Urban,Furnished,8.9,1.55,6.4,0.2,6.5,5.2,3.2,41.7,5150,15674,Yes,24x7,Gated,Apartment,West,145.01
1866.0,5,1.0,1,36,0,Rural,Semi-Furnished,15.3,5.71,3.9,3.3,5.7,3.2,2.5,57.2,3067,27367,Yes,Limited,Gated,Apartment,North,90.22
882.0,3,5.0,2,32,2,Urban,Furnished,12.8,7.88,6.0,1.7,6.4,3.5,0.3,76.9,4041,33244,Yes,24x7,Gated,Independent House,South,79.68
2011.0,4,2.0,3,29,1,Urban,Furnished,1.6,3.79,3.1,4.3,2.0,3.1,4.2,61.2,7178,23142,Yes,24x7,Gated,Apartment,East,135.95
1053.0,3,3.0,1,22,1,Suburban,Unfurnished,9.0,2.09,7.0,2.9,3.9,7.1,2.5,47.1,4604,38191,Yes,24x7,Gated,Villa,North,108.21
2427.0,2,3.0,3,15,1,Suburban,Furnished,28.2,1.96,6.9,1.1,0.7,3.7,3.2,47.2,9567,27498,Yes,24x7,Gated,Independent House,South,140.89
2213.0,5,3.0,1,24,0,Urban,Furnished,19.2,0.98,3.5,6.6,4.4,3.9,2.5,36.7,5613,32413,Yes,24x7,Gated,Independent House,West,153.63
1809.0,2,1.0,1,4,2,Urban,Furnished,8.7,8.01,6.3,0.5,3.2,3.2,2.1,68.4,4216,24544,Yes,Limited,Non-Gated,Villa,West,131.93
1736.0,2,5.0,1,35,2,Urban,Unfurnished,17.5,1.68,5.3,0.8,3.3,3.7,2.7,51.7,8782,26338,Yes,24x7,Non-Gated,Apartment,North,107.5
1535.0,6,2.0,1,35,3,Urban,Semi-Furnished,,0.94,8.9,13.8,4.6,2.2,1.3,59.7,5413,28514,Yes,24x7,Gated,Villa,South,141.3
2023.0,6,5.0,2,10,3,Rural,Semi-Furnished,15.2,2.38,5.9,1.5,4.8,14.3,1.9,56.2,6444,12620,Yes,24x7,Non-Gated,Apartment,South,142.3
1446.0,4,4.0,1,30,2,Suburban,Furnished,6.2,0.71,4.7,9.1,2.6,4.9,1.8,85.0,5041,27647,Yes,24x7,Non-Gated,Independent House,West,116.81
1780.0,4,4.0,2,27,3,Suburban,,33.1,6.52,4.1,1.2,3.4,7.9,0.3,45.3,5435,36432,Yes,24x7,Gated,Apartment,East,110.91
2130.0,3,4.0,2,34,1,Urban,Semi-Furnished,8.9,3.39,8.8,5.3,2.4,4.8,0.3,53.6,7263,24601,Yes,24x7,Gated,Independent House,West,155.73
1341.0,4,5.0,1,35,0,Rural,Furnished,10.8,2.72,4.2,0.2,5.0,7.7,0.5,58.1,1829,31403,Yes,Limited,Non-Gated,Apartment,North,81.3
1311.0,4,,1,29,3,Urban,Furnished,20.9,0.63,9.3,5.3,2.2,2.1,0.5,69.5,13651,18119,Yes,24x7,Non-Gated,Independent House,East,107.87
993.0,4,2.0,1,37,1,Rural,Furnished,10.6,0.33,5.6,1.1,5.3,2.1,3.1,46.0,4268,30890,No,24x7,Non-Gated,Apartment,North,53.29
1065.0,4,,1,13,1,Rural,Unfurnished,11.9,4.08,5.6,8.5,1.7,1.4,2.0,35.0,7254,32652,Yes,Limited,Non-Gated,Independent House,East,87.29
644.0,4,2.0,2,17,1,Rural,Semi-Furnished,11.8,3.62,7.8,2.8,6.3,13.6,0.4,30.8,3563,32991,Yes,Limited,Gated,Independent House,North,67.01
2051.0,6,5.0,3,5,3,Urban,Unfurnished,13.3,4.15,3.1,6.5,1.0,2.6,2.3,63.3,6155,39711,Yes,24x7,Gated,Independent House,North,155.11
2645.0,5,1.0,2,34,1,Urban,Semi-Furnished,4.5,1.42,5.1,3.9,0.7,5.8,2.1,58.6,7965,27570,Yes,24x7,Non-Gated,Independent House,West,166.67
2434.0,3,5.0,2,11,2,Suburban,Semi-Furnished,14.2,0.83,8.0,3.4,6.0,9.5,2.7,65.1,13209,35124,Yes,24x7,Gated,Independent House,South,161.02
756.0,4,2.0,1,20,2,Urban,Semi-Furnished,,5.29,9.2,0.1,2.4,2.4,1.0,58.8,7437,11084,Yes,24x7,Non-Gated,Independent House,East,96.95
2049.0,2,1.0,1,6,2,Urban,Furnished,6.5,2.03,7.2,9.6,1.7,14.6,0.5,67.1,6678,33953,Yes,Limited,Non-Gated,Apartment,East,135.04
2432.0,2,4.0,1,10,2,Suburban,Semi-Furnished,8.5,0.84,3.6,2.6,2.3,7.6,2.4,64.8,5852,20879,Yes,24x7,Gated,Apartment,West,134.12
1399.0,5,2.0,2,27,0,Suburban,Furnished,3.5,,9.2,8.4,6.1,4.4,1.5,60.9,8595,20559,Yes,24x7,Non-Gated,Villa,East,125.31
1706.0,4,2.0,3,10,3,Urban,Furnished,8.4,2.28,9.2,7.2,3.1,2.4,0.5,52.6,7271,38396,Yes,24x7,Gated,Apartment,South,130.57
546.0,1,3.0,1,20,1,Urban,Unfurnished,4.2,4.14,8.6,0.7,5.8,1.5,5.4,57.4,3365,27105,Yes,24x7,Non-Gated,Independent House,North,61.57
1797.0,3,3.0,3,18,0,Suburban,Unfurnished,1.4,6.7,5.9,2.3,3.4,6.2,0.9,68.8,5207,29986,Yes,Limited,Gated,Apartment,North,109.31
1065.0,6,1.0,2,24,0,Urban,Unfurnished,17.4,1.27,6.5,4.9,0.2,3.9,1.9,67.1,6000,16001,Yes,24x7,Gated,Apartment,West,84.34
1760.0,4,1.0,2,10,1,Suburban,Furnished,8.4,6.74,5.3,1.1,0.8,0.9,2.3,66.6,5901,34924,Yes,24x7,Gated,Independent House,South,120.2
791.0,6,3.0,2,19,2,Suburban,Furnished,12.4,3.03,4.8,8.2,1.1,11.9,1.0,56.4,3739,26809,Yes,Limited,Non-Gated,Villa,West,97.64
1949.0,4,2.0,3,1,2,Rural,Furnished,15.5,1.51,7.2,3.2,5.7,2.0,5.0,48.6,5895,28516,Yes,24x7,Gated,Independent House,West,130.92
2213.0,1,3.0,3,20,3,Suburban,Unfurnished,23.9,3.26,5.4,3.6,2.2,7.4,1.2,73.1,8418,35195,Yes,24x7,Gated,Villa,South,136.33
1219.0,2,4.0,3,4,3,Suburban,Furnished,8.5,3.89,3.8,4.2,4.0,4.8,1.7,38.2,11242,33596,Yes,24x7,Gated,Villa,West,118.7
1025.0,1,4.0,2,29,1,Rural,Furnished,10.4,3.98,3.1,6.7,5.7,5.2,0.9,65.9,7687,28955,Yes,24x7,Gated,Apartment,West,57.33
464.0,5,1.0,1,33,3,Urban,Semi-Furnished,14.7,8.83,7.2,0.6,2.7,26.8,1.9,52.5,7363,19156,Yes,24x7,Non-Gated,Independent House,North,63.88
1503.0,5,5.0,2,16,2,Suburban,Semi-Furnished,2.6,1.0,7.2,1.3,2.3,12.2,1.8,54.5,8904,30209,Yes,24x7,Gated,Apartment,West,120.78
1330.0,3,4.0,3,35,3,Urban,Semi-Furnished,7.7,4.39,3.8,2.9,2.8,7.8,1.9,39.9,5178,16691,Yes,24x7,Non-Gated,Villa,East,126.83
797.0,5,1.0,1,15,0,Suburban,Semi-Furnished,10.1,1.71,9.2,0.9,3.7,6.4,1.0,66.1,6076,32669,Yes,Limited,Gated,Apartment,West,78.93
1899.0,4,4.0,2,34,2,Urban,Semi-Furnished,6.6,5.31,4.3,3.4,6.2,5.2,1.2,71.9,13208,25063,Yes,24x7,Non-Gated,Independent House,North,138.23
1403.0,5,5.0,2,20,2,Urban,Unfurnished,6.7,8.65,5.9,2.5,2.5,8.9,0.3,15.0,8570,18206,Yes,24x7,Non-Gated,Villa,South,147.5
1058.0,5,3.0,2,22,0,Suburban,Furnished,5.6,2.41,9.9,2.3,1.2,2.0,0.4,54.8,2766,17626,Yes,24x7,Non-Gated,Independent House,South,108.0
1345.0,3,5.0,3,16,2,Urban,Furnished,49.9,3.65,5.0,3.7,7.7,4.0,0.2,31.6,8562,23900,Yes,24x7,Gated,Independent House,North,109.51
2239.0,4,5.0,2,37,2,Urban,Semi-Furnished,10.1,9.86,4.5,4.2,3.4,10.2,2.8,34.1,9552,22619,Yes,24x7,Gated,Independent House,West,153.26
1982.0,2,5.0,1,28,0,Suburban,Semi-Furnished,5.3,1.91,8.5,4.1,1.0,1.8,3.5,49.3,5661,26650,Yes,24x7,Gated,Apartment,North,120.63
1578.0,5,5.0,1,19,3,Suburban,Semi-Furnished,8.7,7.69,8.6,1.5,4.7,5.2,0.7,43.5,6299,15316,Yes,24x7,Gated,Villa,South,150.07
1991.0,6,1.0,2,31,3,Suburban,Semi-Furnished,5.0,5.26,5.8,2.3,0.8,2.5,0.4,70.7,10848,21914,Yes,24x7,Gated,Apartment,North,131.04
1011.0,2,1.0,3,18,1,Suburban,Semi-Furnished,10.8,6.48,,1.4,4.0,1.2,0.8,88.2,6351,28109,Yes,24x7,Non-Gated,Villa,North,79.3
1668.0,5,4.0,2,35,0,Urban,Semi-Furnished,12.4,1.75,8.9,4.9,4.9,8.0,7.8,72.0,5704,14175,Yes,24x7,Gated,Independent House,South,136.81
1731.0,1,4.0,3,18,0,Rural,Unfurnished,24.2,2.08,3.3,3.9,0.4,5.8,5.4,92.2,9642,18072,Yes,24x7,Gated,Apartment,West,87.61
1392.0,3,3.0,1,32,0,Urban,Furnished,3.1,4.38,8.1,3.2,3.5,6.0,0.7,56.8,5954,26747,Yes,24x7,Gated,Independent House,West,121.63
1890.0,5,2.0,1,10,0,Urban,Unfurnished,19.2,,8.3,19.2,4.0,4.5,3.1,54.3,3755,29622,Yes,24x7,Non-Gated,Villa,East,155.65
1221.0,2,5.0,3,22,1,Urban,Semi-Furnished,10.5,,8.9,1.3,2.3,3.5,0.8,34.2,7271,19621,Yes,24x7,Gated,Apartment,West,88.26
1930.0,2,3.0,2,24,2,Suburban,Furnished,16.8,1.21,8.7,1.0,4.8,4.1,0.9,47.5,7347,24709,Yes,24x7,Gated,Independent House,South,128.51
1954.0,3,4.0,3,21,2,Urban,Furnished,19.8,2.19,3.9,3.9,2.3,9.0,5.2,23.9,9423,27119,No,24x7,Non-Gated,Independent House,West,128.57
400.0,1,4.0,3,17,2,Urban,Semi-Furnished,22.4,,4.0,5.3,1.8,5.2,1.0,69.0,7138,26973,No,24x7,Gated,Apartment,North,49.08
2305.0,4,5.0,1,0,2,Suburban,Semi-Furnished,4.1,2.03,4.8,7.0,3.4,2.8,0.4,32.0,15462,19540,Yes,Limited,Non-Gated,Independent House,West,167.88
400.0,1,4.0,3,38,0,Suburban,Semi-Furnished,15.3,5.65,7.7,2.7,6.7,3.1,1.4,46.2,4655,32803,Yes,24x7,Non-Gated,Apartment,West,29.05
1311.0,2,4.0,2,8,3,Suburban,Semi-Furnished,5.4,4.79,8.5,5.3,6.6,0.6,0.4,40.4,1029,24816,Yes,24x7,Non-Gated,Apartment,East,97.57
2214.0,2,5.0,2,6,0,Urban,Furnished,5.3,2.43,7.0,4.1,2.8,7.1,0.6,60.0,7747,28191,Yes,24x7,Gated,Apartment,North,152.22
1475.0,6,1.0,2,32,1,Urban,Semi-Furnished,,1.5,5.3,2.7,9.6,7.7,1.6,37.1,4669,27649,Yes,24x7,Gated,Apartment,South,101.61
844.0,6,4.0,1,3,2,Suburban,Unfurnished,14.1,6.22,9.8,15.7,3.4,10.6,0.3,37.1,9557,37912,Yes,Limited,Non-Gated,Villa,South,122.08
1048.0,1,3.0,3,30,0,Rural,Semi-Furnished,16.2,0.45,9.5,4.9,9.8,2.2,0.9,60.9,7791,28553,Yes,24x7,Gated,Apartment,East,48.18
,1,4.0,2,14,1,Urban,Semi-Furnished,7.2,13.0,4.1,8.2,8.6,1.5,5.3,34.2,5943,23606,Yes,24x7,Gated,Apartment,East,135.6
593.0,5,2.0,1,28,3,Suburban,Furnished,12.6,0.91,5.7,0.5,2.1,1.1,2.9,65.4,8810,16950,Yes,24x7,Gated,Apartment,South,64.45
2271.0,2,3.0,1,8,0,Urban,Semi-Furnished,13.3,3.83,,4.3,4.3,1.6,2.5,70.2,2809,18421,Yes,24x7,Gated,Apartment,West,139.38
1620.0,4,2.0,3,28,2,Urban,Unfurnished,8.9,11.5,4.6,1.7,8.2,4.1,2.7,18.2,7318,26110,Yes,24x7,Non-Gated,Independent House,West,119.83
994.0,6,1.0,3,39,2,Urban,Unfurnished,21.0,5.12,7.5,2.0,0.9,5.8,1.1,93.1,7979,24756,Yes,24x7,Gated,Independent House,South,99.82
1329.0,1,3.0,2,20,0,Suburban,Semi-Furnished,2.1,4.09,4.0,1.9,3.8,1.3,0.9,43.1,6291,23147,Yes,Limited,Gated,Apartment,South,70.27
1091.0,6,1.0,3,22,0,Suburban,Semi-Furnished,5.0,0.79,9.6,2.7,5.6,3.4,2.0,58.9,8083,32175,Yes,Limited,Gated,Apartment,North,95.94
2126.0,1,,2,24,0,Urban,Furnished,20.9,9.42,8.4,4.6,4.7,16.6,1.1,35.4,8977,30412,Yes,24x7,Non-Gated,Villa,West,135.28
2053.0,2,3.0,3,14,0,Suburban,Furnished,13.6,1.6,6.6,3.6,9.0,14.7,0.7,64.6,7578,19234,Yes,24x7,Non-Gated,Apartment,West,106.02
704.0,4,5.0,1,22,2,Urban,Semi-Furnished,38.0,,7.5,6.9,1.2,8.6,0.8,78.6,6288,21175,Yes,Limited,Gated,Villa,South,92.98
1428.0,6,4.0,1,25,1,Urban,Unfurnished,15.8,1.1,4.0,5.5,9.1,9.8,0.7,48.6,11389,13428,Yes,24x7,Non-Gated,Apartment,South,112.46
1175.0,4,1.0,3,0,2,Suburban,Furnished,6.3,4.09,9.7,9.4,2.9,12.6,2.0,61.7,4666,20663,Yes,24x7,Gated,Independent House,West,106.89
2361.0,1,1.0,3,18,1,Urban,Unfurnished,19.7,0.45,8.8,3.2,4.4,4.7,3.8,71.1,10648,35025,Yes,Limited,Gated,Apartment,West,129.47
907.0,2,3.0,2,21,1,Rural,Unfurnished,22.2,2.36,7.1,2.9,1.6,5.0,0.9,48.9,11877,26941,Yes,24x7,Gated,Villa,North,76.7
2532.0,5,3.0,3,8,0,Suburban,Furnished,12.9,2.41,3.4,6.6,6.4,13.4,2.6,76.3,3812,20502,Yes,24x7,Non-Gated,Villa,East,168.78
1632.0,4,1.0,2,18,3,Suburban,Furnished,,3.13,9.4,2.4,0.6,1.8,0.5,35.7,8056,24285,Yes,24x7,Non-Gated,Apartment,North,111.79
1011.0,1,2.0,3,15,0,Suburban,Furnished,12.7,1.81,8.1,8.7,2.7,7.2,2.5,54.4,8778,32710,Yes,24x7,Non-Gated,Villa,West,84.32
1277.0,4,1.0,2,22,3,Suburban,Unfurnished,7.8,3.84,3.6,5.6,2.1,6.8,0.1,56.9,9187,32677,Yes,24x7,Non-Gated,Apartment,West,82.77
1209.0,3,3.0,3,11,0,Urban,Semi-Furnished,6.6,0.32,7.1,1.5,4.0,4.9,0.5,45.1,6842,25819,Yes,24x7,Gated,Apartment,West,111.7
949.0,1,4.0,2,35,3,Suburban,Furnished,11.7,2.06,4.0,4.9,3.5,5.6,0.7,74.6,5432,22096,Yes,24x7,Non-Gated,Independent House,East,73.76
1702.0,2,2.0,2,25,2,Urban,Unfurnished,2.3,1.45,3.8,2.3,3.8,3.8,1.3,55.6,7447,31108,Yes,24x7,Gated,Apartment,East,98.61
975.0,6,3.0,1,25,3,Suburban,Furnished,9.5,2.75,6.6,2.9,5.6,2.0,1.3,81.3,500,32586,Yes,24x7,Gated,Independent House,South,90.06
451.0,5,2.0,1,32,3,Suburban,Unfurnished,6.4,7.36,8.7,6.6,1.8,7.7,2.2,26.0,6139,22561,Yes,Limited,Non-Gated,Villa,North,78.42
1441.0,1,5.0,1,0,1,Urban,Unfurnished,,0.73,7.3,11.9,4.4,6.6,6.2,44.5,8946,11157,Yes,24x7,Non-Gated,Independent House,West,125.75
658.0,1,1.0,1,10,0,Urban,Semi-Furnished,8.2,3.53,4.5,2.5,7.1,12.4,3.4,34.0,8590,29466,Yes,Limited,Gated,Independent House,North,58.31
1236.0,3,3.0,2,7,2,Suburban,Unfurnished,7.4,1.23,4.4,6.8,6.0,14.6,3.5,28.2,4097,32309,Yes,Limited,Gated,Apartment,South,94.64
1150.0,3,2.0,1,24,2,Rural,Unfurnished,19.6,4.28,5.6,6.9,2.9,4.4,1.2,82.2,7064,30312,Yes,24x7,Gated,Independent House,South,74.2
1171.0,3,3.0,2,13,3,Suburban,Semi-Furnished,10.0,3.94,6.0,6.1,2.9,1.7,2.5,76.2,9814,31145,Yes,24x7,Non-Gated,Independent House,East,92.65
2751.0,5,3.0,1,28,0,Urban,Unfurnished,13.7,5.38,9.0,4.7,7.1,10.2,1.2,69.2,6749,17532,Yes,24x7,Gated,Villa,East,195.53
1681.0,2,4.0,1,37,3,Rural,Semi-Furnished,23.6,4.71,8.6,2.7,3.7,5.1,0.3,52.2,7989,27208,Yes,24x7,Gated,Independent House,West,106.76
1785.0,1,5.0,3,14,3,Suburban,Unfurnished,6.4,2.02,5.8,6.8,7.2,9.0,1.0,21.4,3273,24704,Yes,24x7,Gated,Apartment,North,115.12
673.0,5,3.0,1,13,2,Suburban,Unfurnished,10.4,0.48,8.4,0.9,3.8,3.0,0.9,50.3,4647,29299,Yes,24x7,Gated,Apartment,South,82.11
1290.0,6,2.0,2,19,1,Urban,Unfurnished,14.9,5.48,9.0,3.5,1.9,7.1,0.8,17.8,7458,19811,Yes,Limited,Gated,Apartment,North,120.17
1768.0,2,3.0,1,19,0,Urban,Unfurnished,11.3,9.41,6.5,10.7,1.0,4.0,0.4,58.8,8750,31341,Yes,24x7,Non-Gated,Independent House,South,116.94
1087.0,3,3.0,1,14,0,Urban,Unfurnished,9.3,1.26,8.3,2.9,6.5,7.5,0.8,79.0,11208,24749,Yes,24x7,Non-Gated,Villa,South,120.13
2149.0,4,5.0,1,13,3,Suburban,Furnished,8.6,4.46,5.1,4.0,0.6,4.2,0.8,79.0,9401,24887,Yes,24x7,Gated,Independent House,East,146.03
989.0,1,3.0,1,14,1,Urban,Furnished,13.1,0.93,3.9,12.0,1.9,6.7,0.6,66.6,4105,19498,Yes,24x7,Non-Gated,Apartment,North,68.09
1492.0,6,5.0,1,19,1,Suburban,Semi-Furnished,5.5,,8.4,7.6,8.8,6.7,0.4,15.3,7035,22594,Yes,24x7,Non-Gated,Apartment,South,134.91
1328.0,2,4.0,2,17,0,Rural,Furnished,5.3,8.95,9.1,0.9,1.2,4.9,6.7,73.3,4570,20053,Yes,24x7,Gated,Villa,North,106.47
1740.0,4,3.0,1,18,1,Suburban,Unfurnished,26.4,4.45,3.3,4.5,1.7,4.6,3.3,58.7,5124,17252,Yes,Limited,Non-Gated,Villa,West,102.5
1298.0,3,2.0,3,11,0,Urban,Furnished,2.1,1.16,7.5,2.5,5.2,5.3,1.1,47.2,6324,31846,No,24x7,Gated,Apartment,North,113.52
1501.0,5,2.0,2,25,3,Urban,Semi-Furnished,5.8,1.34,6.5,1.0,3.9,4.1,2.1,49.6,5016,31191,Yes,24x7,Non-Gated,Apartment,West,125.11
1520.0,2,1.0,2,19,1,Suburban,Semi-Furnished,16.0,5.64,7.8,4.5,2.8,10.2,2.3,63.2,4222,30358,Yes,24x7,Non-Gated,Independent House,East,88.22
1246.0,1,3.0,3,9,1,Urban,Unfurnished,19.8,2.49,4.9,11.0,5.0,9.0,0.5,62.4,8695,20977,Yes,24x7,Gated,Villa,West,110.25
